incident_number,arrest_date,gender,race,age,charge,most_serious,arrest
19BU023749,10/27/2019 11:00,Male,White,21,Burglary,0,TRUE
19BU023749,10/29/2019 9:30,Male,White,26,Aggravated Assault,1,TRUE
19BU023749,10/29/2019 9:30,Male,White,26,Burglary,0,TRUE
19BU023769,10/27/2019 19:58,Male,White,33,Violation Of An Abuse Prevention Order,1,TRUE
19BU023774,10/27/2019 20:50,Male,White,32,Aggravated Assault,1,TRUE
19BU023774,10/27/2019 20:50,Male,White,32,Disorderly Conduct - All Other,0,TRUE
19BU023774,10/27/2019 20:50,Male,White,32,Unlawful Mischief (Misdemeanor),0,TRUE
19BU023774,10/27/2019 20:50,Male,White,32,Resisting Arrest,0,TRUE
19BU023774,10/27/2019 20:50,Male,White,32,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor),0,TRUE
19BU023784,10/28/2019 3:21,Male,White,43,Disorderly Conduct - All Other,1,TRUE
19BU023793,10/28/2019 10:00,Male,White,40,Petit Larceny From A Building/Residence/Structure,1,TRUE
19BU023815,10/28/2019 12:57,Male,White,44,Arrest on In-State Warrant,1,TRUE
19BU023816,10/28/2019 13:20,Female,White,52,Retail Theft (Misdemeanor),1,TRUE
19BU023816,10/28/2019 13:20,Female,White,43,Retail Theft (Misdemeanor),1,TRUE
19BU023821,10/28/2019 13:59,Female,White,40,Retail Theft (Misdemeanor),1,TRUE
19BU023835,10/28/2019 16:00,Male,White,44,"Drugs - Cocaine, Possession  Misdemeanor",1,TRUE
19BU023836,10/28/2019 15:38,Male,White,44,Violation Of An Abuse Prevention Order,1,TRUE
19BU023851,11/6/2019 21:32,Male,White,15,Assault And Robbery,1,TRUE
19BU023870,10/28/2019 21:17,Male,White,39,Arrest on In-State Warrant,1,TRUE
19BU023890,10/29/2019 9:00,Female,White,23,"Drugs - Cocaine, Sale <2.5 Gm",1,TRUE
19BU023909,2/5/2020 14:59,Male,White,37,Uttering A Forged Instrument,1,TRUE
19BU023909,2/5/2020 14:59,Male,White,37,False Pretenses,0,TRUE
19BU023913,10/29/2019 12:37,Female,White,34,Arrest on In-State Warrant,1,TRUE
19BU023918,10/29/2019 13:25,Male,White,24,Arrest on In-State Warrant,1,TRUE
19BU023986,10/30/2019 9:20,Male,White,41,NA,1,TRUE
19BU023993,1/18/2020 1:30,Male,Black,22,Sexual Assault,1,TRUE
19BU023998,11/1/2019 10:48,Male,White,20,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
19BU023998,11/1/2019 10:48,Male,White,20,Stalking - Aggravated,NA,TRUE
19BU024015,10/30/2019 12:55,Male,White,53,Simple Assault,1,TRUE
19BU024015,10/30/2019 12:55,Male,White,53,Criminal Threatening,0,TRUE
19BU024022,5/26/2020 8:00,Male,White,27,Sexual Assault,1,TRUE
19BU024039,10/30/2019 15:10,Male,White,26,Probation-Parole Violation,1,TRUE
19BU024046,11/15/2019 9:53,Male,White,35,Lewd And Lascivious Conduct,1,TRUE
19BU024052,10/30/2019 18:12,Female,Black,20,Disorderly Conduct - All Other,1,TRUE
19BU024052,10/30/2019 18:12,Female,Black,20,Unlawful Trespass (Misdemeanor),0,TRUE
19BU024052,10/30/2019 18:12,Female,Black,20,Simple Assault,0,TRUE
19BU024076,10/30/2019 23:15,Female,White,29,Simple Assault,1,TRUE
19BU024076,10/30/2019 23:15,Female,White,29,Unlawful Mischief (Misdemeanor),0,TRUE
19BU024076,10/31/2019 3:00,Male,Black,36,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
19BU024076,10/31/2019 3:00,Male,Black,36,Violation Of Conditions Of Release (Other),0,TRUE
19BU024098,10/31/2019 9:56,Male,White,48,Arrest on In-State Warrant,1,TRUE
19BU024099,11/3/2019 10:32,Male,White,29,Domestic Assault,1,TRUE
19BU024108,12/17/2019 23:00,Male,White,54,Retail Theft (Misdemeanor),1,TRUE
19BU024112,10/31/2019 13:00,Female,Black,34,Arrest on In-State Warrant,1,TRUE
19BU024120,12/4/2019 11:18,Male,Black,36,Retail Theft (Misdemeanor),1,TRUE
19BU024128,11/29/2019 10:22,Male,Unknown - U,14,Disorderly Conduct - All Other,1,TRUE
19BU024128,11/29/2019 10:23,Female,Black,15,Disorderly Conduct - All Other,1,TRUE
19BU024128,11/29/2019 10:23,Female,Black,16,Disorderly Conduct - All Other,1,TRUE
19BU024273,11/1/2019 19:25,Male,White,31,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor),1,TRUE
19BU024297,11/2/2019 4:00,Male,Black,29,Driving Under The Influence - Drugs,1,TRUE
19BU024389,11/8/2019 9:17,Male,White,23,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
19BU024410,11/3/2019 14:00,Male,White,30,Arrest on In-State Warrant,1,TRUE
19BU024430,11/5/2019 1:23,Male,Black,37,Aggravated Assault,1,TRUE
19BU024430,11/5/2019 1:23,Male,Black,37,Unlawful Trespass (Felony),0,TRUE
19BU024430,11/5/2019 2:41,Female,White,44,False Information To A Police Officer,0,TRUE
19BU024430,11/5/2019 2:41,Female,White,44,Aiding In Commission Of Felony,1,TRUE
19BU024443,11/4/2019 2:37,Male,Asian - A,42,Driving Under The Influence - First Offense,1,TRUE
19BU024469,11/18/2019 13:26,Female,White,42,Retail Theft (Misdemeanor),1,TRUE
19BU024475,11/4/2019 14:00,Male,Black,36,Arrest on In-State Warrant,1,TRUE
19BU024511,11/5/2019 2:41,Female,White,44,Arrest on In-State Warrant,1,TRUE
19BU024536,11/21/2019 0:00,Female,Black,51,Retail Theft (Felony),1,TRUE
19BU024615,11/6/2019 14:00,Female,White,36,Retail Theft (Misdemeanor),1,TRUE
19BU024630,11/15/2019 9:56,Male,White,35,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
19BU024632,11/6/2019 15:00,Female,White,27,Violation Of An Abuse Prevention Order,1,TRUE
19BU024637,1/9/2020 13:21,Male,White,24,Petit Larceny From A Building/Residence/Structure,1,TRUE
19BU024637,1/9/2020 13:21,Male,White,24,Stolen Property Receiving (Possession Of) Stolen Property (Misdemeanor),0,TRUE
19BU024657,11/6/2019 21:22,Female,White,57,Domestic Assault - 1st Degree Aggravated,1,TRUE
19BU024669,2/3/2020 1:12,Female,White,41,Identity Theft,1,TRUE
19BU024669,2/3/2020 1:12,Female,White,41,Purse-Snatching,0,TRUE
19BU024712,NA,NA,NA,NA,NA,1,TRUE
19BU024737,11/9/2019 21:00,NA,NA,NA,Unlawful Trespass (Misdemeanor),1,TRUE
19BU024808,11/8/2019 13:41,Male,Black,21,"Drugs - Cocaine, Possession  >2.5 Gm",1,TRUE
19BU024820,11/11/2019 8:43,Female,White,54,Domestic Assault - 1st Degree Aggravated,1,TRUE
19BU024836,11/8/2019 20:53,Female,White,64,Unlawful Trespass (Misdemeanor),1,TRUE
19BU024869,11/9/2019 9:30,Female,White,30,Arrest on In-State Warrant,1,TRUE
19BU024870,11/9/2019 9:41,Female,White,28,Fugitive From Justice (Arrest Prior To Requisition),1,TRUE
19BU024875,11/9/2019 9:50,Female,White,30,"Drugs - Cocaine, Possession  >2.5 Gm",1,TRUE
19BU024875,11/9/2019 9:50,Female,White,30,"Drugs - Depressant, Stimulant, And Narcotic Possession >100 X Dose",0,TRUE
19BU024875,11/9/2019 9:50,Female,White,30,Drugs - Ecstasy Possession Misdemeanor,0,TRUE
19BU024897,11/9/2019 17:17,Male,Asian - A,18,Domestic Assault,1,TRUE
19BU024930,11/10/2019 1:30,Male,White,37,Unlawful Trespass (Misdemeanor),1,TRUE
19BU024932,11/10/2019 2:09,Male,White,37,False Alarms To Public Safety,1,TRUE
19BU024932,11/10/2019 2:09,Male,White,37,Disorderly Conduct - All Other,0,TRUE
19BU024932,11/10/2019 2:09,Male,White,37,Unlawful Mischief (Misdemeanor),0,TRUE
19BU024933,11/10/2019 2:13,Male,White,62,Unlawful Trespass (Misdemeanor),1,TRUE
19BU024933,11/10/2019 2:13,Male,White,62,Violation Of Conditions Of Release (Other),0,TRUE
19BU024936,11/10/2019 16:54,Female,White,24,Simple Assault,1,TRUE
19BU024940,11/15/2019 16:15,Male,White,31,Aggravated Assault,1,TRUE
19BU024947,11/22/2019 14:00,Male,White,36,False Pretenses,1,TRUE
19BU024947,11/22/2019 14:00,Male,White,36,Identity Theft,0,TRUE
19BU024947,11/22/2019 14:00,Male,White,36,Credit Card/ATM Fraud,0,TRUE
19BU024963,11/18/2019 15:00,Female,White,41,Burglary,1,TRUE
19BU024973,11/10/2019 18:55,Male,White,22,Negligent Operation,1,TRUE
19BU024973,11/10/2019 18:55,Male,White,22,Resisting Arrest,0,TRUE
19BU025009,11/11/2019 12:32,Female,Black,51,Arrest on In-State Warrant,1,TRUE
19BU025051,11/17/2019 12:00,Male,White,30,Domestic Assault,1,TRUE
19BU025068,11/19/2019 8:17,Male,White,25,Reckless Endangerment,1,TRUE
19BU025073,11/12/2019 12:55,Male,White,25,NA,1,TRUE
19BU025127,11/13/2019 15:57,Male,White,49,Burglary,1,TRUE
19BU025134,11/14/2019 19:50,Male,Black,26,Violation Of An Abuse Prevention Order,1,TRUE
19BU025146,11/13/2019 17:00,Male,White,45,Retail Theft (Misdemeanor),1,TRUE
19BU025156,11/20/2019 0:00,Female,White,31,Assault With Bodily Fluids (Misdemeanor),0,TRUE
19BU025156,11/20/2019 0:00,Female,White,31,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor),1,TRUE
19BU025190,11/14/2019 12:21,Male,White,19,Domestic Assault,1,TRUE
19BU025205,11/15/2019 11:28,Male,Asian - A,19,"Weapons Possession Of A Dangerous Weapon At School, On Bus, Building Or Property , First Offense",1,TRUE
19BU025207,11/14/2019 13:59,NA,NA,13,NA,1,TRUE
19BU025247,11/14/2019 23:51,NA,NA,NA,Domestic Assault - 1st Degree Aggravated,1,TRUE
19BU025259,11/15/2019 9:50,Male,White,29,Arrest on In-State Warrant,1,TRUE
19BU025267,11/25/2019 13:30,Male,White,62,Unlawful Mischief (Misdemeanor),1,TRUE
19BU025285,11/15/2019 16:45,Female,White,20,Disorderly Conduct - All Other,1,TRUE
19BU025347,NA,NA,NA,NA,Leaving Scene Of An Accident,1,TRUE
19BU025356,11/16/2019 22:10,Female,White,40,Arrest on In-State Warrant,1,TRUE
19BU025366,11/17/2019 1:22,Male,White,37,Driving Under The Influence - First Offense,1,TRUE
19BU025417,11/22/2019 19:21,Female,White,33,Simple Assault,1,TRUE
19BU025420,11/30/2019 22:12,Male,Asian - A,20,Leaving Scene Of An Accident,1,TRUE
19BU025438,11/18/2019 11:15,Female,White,50,Retail Theft (Misdemeanor),1,TRUE
19BU025452,11/18/2019 14:20,Female,White,30,Unlawful Trespass (Felony),1,TRUE
19BU025452,11/18/2019 14:20,Female,White,28,Unlawful Trespass (Felony),1,TRUE
19BU025455,1/8/2020 2:30,Male,White,32,Simple Assault,1,TRUE
19BU025460,11/18/2019 16:00,Female,White,23,Embezzlement,1,TRUE
19BU025499,11/19/2019 2:33,Male,Black,53,Simple Assault,1,TRUE
19BU025577,11/19/2019 19:24,Male,White,62,Arrest on In-State Warrant,1,TRUE
19BU025597,2/27/2020 14:30,Male,Black,23,Stalking,1,TRUE
19BU025597,2/27/2020 14:30,Male,Black,23,Disclosure of Sexually Explicit Images w/o Consent,0,TRUE
19BU025611,11/20/2019 10:10,Male,White,30,Fugitive From Justice (Arrest Prior To Requisition),1,TRUE
19BU025613,11/20/2019 10:23,Male,White,38,Retail Theft (Misdemeanor),1,TRUE
19BU025671,11/20/2019 22:32,Female,White,21,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor),1,TRUE
19BU025693,11/21/2019 11:15,Male,White,19,Domestic Assault,1,TRUE
19BU025693,11/21/2019 11:15,Male,White,19,Arson - 4th Degree,0,TRUE
19BU025693,11/21/2019 11:15,Male,White,19,Violation Of Conditions Of Release (Other),0,TRUE
19BU025693,11/21/2019 11:15,Male,White,19,Unlawful Mischief (Misdemeanor),0,TRUE
19BU025742,11/21/2019 18:32,Male,White,57,Arrest on In-State Warrant,1,TRUE
19BU025745,11/21/2019 21:17,Male,White,34,Unlawful Mischief (Felony),1,TRUE
19BU025745,11/21/2019 21:17,Male,White,34,Interference With Access To Emergency Services,0,TRUE
19BU025763,11/21/2019 23:30,Female,White,39,NA,1,TRUE
19BU025768,11/22/2019 0:44,Male,White,21,False Information To A Police Officer,1,TRUE
19BU025818,1/10/2020 16:20,Male,Black,38,"Drugs - Cocaine, Sale <2.5 Gm",1,TRUE
19BU025818,1/10/2020 16:20,Male,Black,38,"Drugs - Cocaine, Sale <2.5 Gm",NA,TRUE
19BU025818,1/10/2020 16:20,Male,Black,38,"Drugs - Cocaine, Possession  Misdemeanor",0,TRUE
19BU025820,11/22/2019 15:45,Male,White,47,Arrest on In-State Warrant,1,TRUE
19BU025821,1/15/2020 16:49,Female,White,32,Petit Larceny From A Building/Residence/Structure,1,TRUE
19BU025825,11/29/2019 23:00,Female,White,34,Retail Theft (Misdemeanor),1,TRUE
19BU025835,11/22/2019 20:35,Male,White,60,Arrest on In-State Warrant,1,TRUE
19BU025866,11/23/2019 14:01,Male,White,25,Domestic Assault,1,TRUE
19BU025925,11/24/2019 13:00,Female,White,40,Leaving Scene Of An Accident,1,TRUE
19BU025955,1/8/2020 14:10,Male,White,15,Grand Larceny,1,TRUE
19BU025957,11/24/2019 22:09,Female,Asian - A,32,Domestic Assault - 1st Degree Aggravated,1,TRUE
19BU025969,11/25/2019 3:38,Female,White,31,Unlawful Trespass (Felony),1,TRUE
19BU025971,11/25/2019 5:50,Female,Asian - A,32,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
19BU025980,2/11/2020 21:00,Male,Black,57,Leaving Scene Of An Accident,1,TRUE
19BU026011,12/4/2019 18:10,Female,Asian - A,32,Domestic Assault,1,TRUE
19BU026011,12/4/2019 18:10,Female,Asian - A,32,Violation Of Conditions Of Release (Other),0,TRUE
19BU026079,2/14/2020 12:30,Male,Black,21,"Drugs - Cocaine, Sale <2.5 Gm",1,TRUE
19BU026079,2/14/2020 12:30,Male,Black,21,"Drugs - Cocaine, Possession  Misdemeanor",NA,TRUE
19BU026160,12/9/2019 16:58,Female,White,38,Retail Theft (Misdemeanor),1,TRUE
19BU026163,11/27/2019 12:00,Female,White,49,Driving Under The Influence - Drugs,1,TRUE
19BU026163,11/27/2019 12:00,Female,White,49,"Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor",0,TRUE
19BU026167,11/27/2019 13:00,Male,White,39,Disorderly Conduct - All Other,1,TRUE
19BU026173,12/6/2019 12:52,Male,Black,17,Drugs - Fentanyl - Selling or Dispensing/Trafficking or Transporting Into State 18 VSA 4233(a) 35A,1,TRUE
19BU026173,12/6/2019 12:52,Male,Black,17,"Drugs - Cocaine, Possession  >2.5 Gm",0,TRUE
19BU026187,11/27/2019 15:15,Female,White,38,Retail Theft (Misdemeanor),1,TRUE
19BU026204,3/20/2020 11:00,Male,Black,38,"Drugs - Cocaine, Sale <2.5 Gm",1,TRUE
19BU026204,3/20/2020 11:00,Male,Black,38,Drugs - Fentanyl - Selling or Dispensing/Trafficking or Transporting Into State 18 VSA 4233(a) 35A,NA,TRUE
19BU026264,11/28/2019 17:59,Female,White,31,Assault And Robbery,1,TRUE
19BU026270,11/28/2019 22:30,Male,Asian - A,31,Violation Of An Abuse Prevention Order,1,TRUE
19BU026272,11/28/2019 22:30,Male,White,26,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
19BU026291,11/29/2019 10:00,NA,NA,NA,Retail Theft (Misdemeanor),1,TRUE
19BU026318,11/29/2019 16:00,Female,White,54,NA,1,TRUE
19BU026328,11/29/2019 17:50,Male,White,43,Simple Assault,1,TRUE
19BU026367,11/30/2019 13:45,Male,White,58,Retail Theft (Misdemeanor),1,TRUE
19BU026367,11/30/2019 13:45,Male,White,58,Driving With A Criminally Suspended License,0,TRUE
19BU026367,12/3/2019 10:53,Male,White,59,Retail Theft (Misdemeanor),1,TRUE
19BU026369,12/2/2019 19:56,Male,White,43,Domestic Assault - 2nd Degree Aggravated,1,TRUE
19BU026375,11/30/2019 14:31,NA,NA,35,Arrest on In-State Warrant,1,TRUE
19BU026398,11/30/2019 23:15,Female,White,26,Driving Under The Influence - First Offense,1,TRUE
19BU026400,11/30/2019 23:29,Male,White,39,Driving Under The Influence - Second And Subsequent Offense,1,TRUE
19BU026406,12/1/2019 2:00,Male,White,26,Disorderly Conduct - All Other,1,TRUE
19BU026410,12/1/2019 2:38,Male,Black,39,Driving Under The Influence - First Offense,1,TRUE
19BU026412,12/1/2019 3:07,Male,White,45,Assault On A Law Enforcement Officer/Firefighter/EMS/Health Care Worker (Misdemeanor),1,TRUE
19BU026412,12/1/2019 3:07,Male,White,45,Disorderly Conduct - All Other,0,TRUE
19BU026412,12/1/2019 3:07,Male,White,45,Impeding Public Officers,NA,TRUE
19BU026412,12/1/2019 3:07,Male,White,45,Resisting Arrest,0,TRUE
19BU026412,12/1/2019 3:07,Female,Black,50,Driving Under The Influence - Criminal Refusal,1,TRUE
19BU026412,12/1/2019 3:07,Female,Black,50,NA,0,TRUE
19BU026412,12/1/2019 3:07,Female,Black,50,NA,0,TRUE
19BU026412,12/1/2019 3:07,Female,Black,50,NA,0,TRUE
19BU026446,12/1/2019 20:11,Male,White,53,Aggravated disorderly conduct,1,TRUE
19BU026469,12/22/2019 10:17,Male,White,25,Leaving Scene Of An Accident,1,TRUE
19BU026475,12/2/2019 14:00,Female,White,23,Retail Theft (Misdemeanor),1,TRUE
19BU026499,12/31/2019 10:00,Male,White,39,Identity Theft,1,TRUE
19BU026499,12/31/2019 10:00,Male,White,39,False Pretenses,0,TRUE
19BU026516,12/2/2019 19:51,Male,White,45,Unlawful Trespass (Misdemeanor),1,TRUE
19BU026531,12/3/2019 7:43,Female,White,31,Unlawful Trespass (Misdemeanor),1,TRUE
19BU026535,12/3/2019 11:35,Male,White,43,Aggravated disorderly conduct,1,TRUE
19BU026536,12/4/2019 17:52,Male,Black,18,Unlawful Trespass (Misdemeanor),1,TRUE
19BU026538,12/3/2019 9:52,Male,Black,16,"Weapons Possession Of A Dangerous Weapon At School, On Bus, Building Or Property , First Offense",1,TRUE
19BU026552,1/14/2020 23:29,Female,White,31,Retail Theft (Misdemeanor),1,TRUE
19BU026553,12/3/2019 12:27,Male,White,24,Arrest on In-State Warrant,1,TRUE
19BU026562,12/26/2019 11:31,Male,White,27,Unlawful Mischief (Felony),1,TRUE
19BU026562,12/26/2019 11:31,Male,White,27,Disorderly Conduct - All Other,0,TRUE
19BU026583,12/3/2019 17:00,Female,White,34,Retail Theft (Misdemeanor),1,TRUE
19BU026589,12/4/2019 10:05,Male,White,45,Stalking - Aggravated,1,TRUE
19BU026589,12/4/2019 10:05,Male,White,45,Violation Of An Abuse Prevention Order,0,TRUE
19BU026609,12/5/2019 0:00,NA,NA,NA,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
19BU026609,12/5/2019 0:00,NA,NA,NA,Unlawful Trespass (Felony),NA,TRUE
19BU026638,12/5/2019 10:00,Male,White,40,Retail Theft (Misdemeanor),1,TRUE
19BU026658,12/24/2019 12:00,Male,White,47,Retail Theft (Misdemeanor),1,TRUE
19BU026661,1/17/2020 2:18,Female,White,37,Retail Theft (Misdemeanor),1,TRUE
19BU026672,12/11/2019 10:59,Female,White,37,Retail Theft (Misdemeanor),1,TRUE
19BU026684,12/10/2019 19:07,Male,White,49,Grand Larceny,1,TRUE
19BU026690,12/4/2019 22:39,Male,White,32,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
19BU026690,12/4/2019 22:39,Male,White,32,False Information To A Police Officer,0,TRUE
19BU026700,12/5/2019 4:05,Male,White,43,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
19BU026735,12/5/2019 15:10,Male,Black,43,Simple Assault,1,TRUE
19BU026735,12/5/2019 15:10,Male,Black,43,Disorderly Conduct - All Other,0,TRUE
19BU026739,12/5/2019 15:11,Male,Black,38,Arrest on In-State Warrant,1,TRUE
19BU026744,12/12/2019 9:45,Male,White,50,Retail Theft (Misdemeanor),1,TRUE
19BU026747,12/5/2019 16:30,Male,White,51,Retail Theft (Misdemeanor),1,TRUE
19BU026748,12/5/2019 19:00,Female,White,35,Retail Theft (Misdemeanor),1,TRUE
19BU026753,1/3/2020 14:53,NA,NA,NA,Retail Theft (Misdemeanor),1,TRUE
19BU026753,1/3/2020 14:53,Female,White,37,Retail Theft (Misdemeanor),1,TRUE
19BU026756,12/5/2019 19:02,Female,White,32,Driving Under The Influence - First Offense,1,TRUE
19BU026759,12/5/2019 18:50,NA,NA,NA,Retail Theft (Misdemeanor),1,TRUE
19BU026766,12/10/2019 19:09,Male,White,28,Aggravated Assault,1,TRUE
19BU026766,12/10/2019 19:09,Male,White,28,Simple Assault,0,TRUE
19BU026775,12/5/2019 23:36,Male,Black,28,Theft Of Services (Misdemeanor),1,TRUE
19BU026780,12/6/2019 7:00,Male,Black,28,Unlawful Trespass (Misdemeanor),1,TRUE
19BU026842,12/14/2019 9:15,Female,White,41,Retail Theft (Misdemeanor),1,TRUE
19BU026854,12/7/2019 15:30,Female,White,39,Driving With A Criminally Suspended License,1,TRUE
19BU026866,1/13/2020 19:00,Female,White,66,Retail Theft (Misdemeanor),1,TRUE
19BU026890,12/27/2019 10:29,Male,White,51,Retail Theft (Misdemeanor),1,TRUE
19BU026904,12/8/2019 17:05,Male,White,36,Simple Assault,1,TRUE
19BU026910,12/8/2019 17:00,Male,White,36,Simple Assault,1,TRUE
19BU026926,12/9/2019 14:43,NA,NA,NA,Unlawful Mischief (Misdemeanor),1,TRUE
19BU026964,1/7/2020 12:00,Male,White,12,Unlawful Mischief (Misdemeanor),1,TRUE
19BU026978,12/9/2019 16:20,Male,White,37,Retail Theft (Misdemeanor),1,TRUE
19BU027004,12/10/2019 4:00,Male,Black,28,Unlawful Trespass (Misdemeanor),1,TRUE
19BU027005,12/10/2019 13:00,Male,White,17,Simple Assault,1,TRUE
19BU027017,12/13/2019 12:36,Male,Black,16,Petit Larceny From A Building/Residence/Structure,1,TRUE
19BU027021,12/10/2019 14:00,Male,White,28,Assault And Robbery,1,TRUE
19BU027033,12/10/2019 15:00,Female,White,56,Simple Assault,1,TRUE
19BU027033,12/10/2019 15:00,Female,White,56,Resisting Arrest,0,TRUE
19BU027044,12/10/2019 17:00,Male,Other - U,30,Disorderly Conduct - All Other,1,TRUE
19BU027051,12/11/2019 1:19,Male,White,22,Domestic Assault,1,TRUE
19BU027051,12/11/2019 1:19,Male,White,22,Unlawful Restraint - 2nd Degree,0,TRUE
19BU027065,12/17/2019 12:59,Male,White,35,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
19BU027069,12/11/2019 4:00,Unknown - U,White,21,Simple Assault,1,TRUE
19BU027117,12/11/2019 14:17,Male,Black,16,Petit Larceny From A Building/Residence/Structure,1,TRUE
19BU027117,12/11/2019 14:17,Male,Black,17,Petit Larceny From A Building/Residence/Structure,1,TRUE
19BU027146,12/11/2019 17:15,Male,Black,28,Theft Of Services (Misdemeanor),1,TRUE
19BU027172,12/12/2019 4:00,Male,White,28,Driving Under The Influence - First Offense,1,TRUE
19BU027186,12/12/2019 13:00,Male,White,64,Driving With A Criminally Suspended License,1,TRUE
19BU027188,12/12/2019 11:55,Male,White,59,Arrest on In-State Warrant,1,TRUE
19BU027192,12/23/2019 16:35,NA,NA,NA,Simple Assault,1,TRUE
19BU027192,12/23/2019 16:35,NA,NA,NA,Petit Larceny Other,0,TRUE
19BU027192,12/23/2019 16:35,NA,NA,NA,Larceny From A Person,0,TRUE
19BU027205,12/12/2019 15:00,Female,White,29,Arrest on In-State Warrant,1,TRUE
19BU027211,12/12/2019 16:35,Male,White,44,Driving With A Criminally Suspended License,1,TRUE
19BU027253,12/14/2019 14:38,NA,NA,NA,Leaving Scene Of An Accident,1,TRUE
19BU027279,12/13/2019 15:45,Male,Black,26,Operation Without Consent,1,TRUE
19BU027283,12/14/2019 14:55,Male,Black,26,Violation Of An Abuse Prevention Order,1,TRUE
19BU027287,12/13/2019 16:40,Male,White,49,Driving With A Criminally Suspended License,1,TRUE
19BU027303,12/13/2019 22:31,NA,NA,NA,Driving With A Criminally Suspended License,1,TRUE
19BU027377,12/14/2019 19:18,Male,White,36,Aggravated Assault,1,TRUE
19BU027380,12/14/2019 21:00,Male,Black,40,Petit Larceny Other,1,TRUE
19BU027380,12/14/2019 21:00,Male,Black,40,Driving With A Criminally Suspended License,0,TRUE
19BU027383,12/14/2019 20:25,Male,Black,28,Theft Of Rental Property (Misdemeanor) 13 VSA 2591(A)(1) 23H,1,TRUE
19BU027393,12/15/2019 2:00,Female,White,21,Driving Under The Influence - First Offense,1,TRUE
19BU027394,12/15/2019 2:00,Male,White,31,Disorderly Conduct - All Other,1,TRUE
19BU027424,12/15/2019 18:38,Male,White,24,Simple Assault,1,TRUE
19BU027503,12/16/2019 19:00,Male,Black,37,Embezzlement,1,TRUE
19BU027521,12/17/2019 4:50,Female,Black,28,NA,1,TRUE
19BU027546,12/17/2019 12:59,Male,White,35,Violation Of Conditions Of Release (Other),1,TRUE
19BU027564,12/17/2019 17:00,Female,White,23,Retail Theft (Misdemeanor),1,TRUE
19BU027585,4/4/2020 16:53,Male,Black,27,Operation Without Consent,1,TRUE
19BU027597,12/18/2019 1:44,Female,White,29,NA,1,TRUE
19BU027610,1/6/2020 23:30,Male,White,38,Retail Theft (Misdemeanor),1,TRUE
19BU027626,12/24/2019 11:06,Male,White,37,Retail Theft (Misdemeanor),1,TRUE
19BU027637,1/7/2020 0:21,Male,White,51,Retail Theft (Misdemeanor),1,TRUE
19BU027641,12/30/2019 13:52,Male,White,28,Leaving Scene Of An Accident,1,TRUE
19BU027667,12/19/2019 3:00,Male,Black,25,Unlawful Mischief (Misdemeanor),1,TRUE
19BU027676,12/20/2019 22:03,Male,White,38,Domestic Assault - 1st Degree Aggravated,1,TRUE
19BU027712,12/19/2019 17:30,Female,White,33,Unlawful Trespass (Misdemeanor),1,TRUE
19BU027712,12/19/2019 17:30,Female,White,33,Unlawful Mischief (Misdemeanor),0,TRUE
19BU027815,12/21/2019 11:03,Male,White,61,Retail Theft (Misdemeanor),1,TRUE
19BU027822,12/21/2019 14:40,Male,Black,19,Burglary,1,TRUE
19BU027841,12/21/2019 22:00,Female,White,30,"Drugs - Depressant, Stimulant, And Narcotic Possession Misdemeanor",1,TRUE
19BU027842,12/21/2019 22:30,Female,White,30,Arrest on In-State Warrant,1,TRUE
19BU027844,12/21/2019 23:42,Male,White,25,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
19BU027879,12/22/2019 18:00,Male,White,43,"Violation Of Conditions Of Release (Travel, Curfew, Or Contact)",1,TRUE
19BU027900,12/23/2019 2:23,Male,White,31,Driving Under The Influence - First Offense,1,TRUE
19BU027910,12/23/2019 11:30,Male,White,43,Aggravated disorderly conduct,1,TRUE
19BU027943,12/29/2019 19:19,Female,White,31,Retail Theft (Misdemeanor),1,TRUE
19BU027975,2/16/2020 16:05,Male,White,21,Burglary,1,TRUE
19BU027975,2/16/2020 16:05,Male,White,21,Possessing/Making Burglar'S Tools,0,TRUE
19BU028003,1/6/2020 21:27,Male,Black,28,Leaving Scene Of An Accident,1,TRUE
19BU028004,12/24/2019 15:00,Male,Black,50,Retail Theft (Misdemeanor),1,TRUE
19BU028005,12/26/2019 15:15,Male,White,43,"Drugs - Cocaine, Possession  Misdemeanor",1,TRUE
